id,board,title,writer,date,content
BA243326817934928966239,,하이비젼시스템 윤리경영 문화 정착 관련 공지,최남규,2026-05-28 09:55:15,"안녕하십니까
하이비젼시스템
청렴한
윤리경영
문화
정착을
위하여
평소에도
금품
수수나
향응
·
접대
등의
비윤리
행위를
일체
금지하고
있습니다
.
거래처에서
회사로
배송하는
공개적이며
대표성격의
경우를
제외하고
임직원
개인
자택에서
선물
(
상품권
등
)
을
수수할
경우
회사
규정에
따라
불이익
을
받을
수
있으니
이점
유의하여
주시기
바랍니다
.
경영의
기본조건
윤리경영은
선택이
아닌
필수
조건임을
하이메이트
구성원
여러분들께서
양지하시어
이해충돌을
사전에
방지하여
청렴한
준법경영을
실천하고
사회적
책임을
다하는
기업이
될
수
있도록
적극적인
협조
당부
드립니다
.
감사합니다
.
하이비젼시스템 내부회계전담부서"
BA23065078637365516623,,[공지] 하이비젼시스템 창립 24주년 기념사   ,선정연,2026-05-13 17:48:32,"[
하이젼시스템 창립 24주년 기념사]
대표이사 메시지
존경하는 하이메이트 여러분,
그리고 국내외 법인 그리고 각 현장에서 애쓰고 계신 모든 가족 여러분, 반갑습니다.
오늘 우리는 하이비젼시스템의 24번째 창립 기념일을 함께 맞이하고 있습니다.
24년이라는 시간은 결코 짧지 않은 시간입니다.
수많은 도전과 변화 속에서도 우리 하이비젼은 끊임없이 성장해왔고,
오늘 이 자리까지 올 수 있었던 것은 각자의 자리에서 묵묵히 최선을
다해준
임직원 여러분들의 헌신과 노력 덕분이라고 생각합니다.
이 자리를 빌려 진심으로 감사의 말씀을 드립니다.
돌이켜보면 최근 몇 년은 우리에게 매우 급변하는 시기였습니다.
2023년과 2024년, 우리는 연속으로 3000억원 이상의 매출을
기록하며 회사 역사상 가장 높은 수준의 성장을 경험했습니다.
그러나 동시에 작년에는 급격한 투자 위축 속에서 1600억원대의 매출이라는,
사실상 회사 역사상 가장 어려운 실적을 마주해야 했습니다.
단일 고객에 대한 의존도가 너무 높은 한계에
도달했다는 점도 뼈아프지만 명확하게 알 수 있었습니다.
본사와 현장 분위기도 무거웠고, 미래에 대한 불안감도 있었을 것입니다.
하지만 저는 이런 시기야말로 기업의 진짜 저력이 나타나는 순간이라고 생각합니다.
좋을 때 힘을 내고 미래를 계획하는 것은 누구나 할 수 있습니다.
그러나 위기의 순간을 새로운 기회로 판단하면서 준비하고,
흔들림 없이 진지하게 도전하는 사람과 기업은 많지 않습니다.
그런 의미에서 지금의 하이비젼은 새로운 전환점 위에 서 있다고 생각합니다.
우리는 우리 산업의 급격한 변화 속에서 새로운 기회를 보고 있습니다.
특히 Apple의 생산 기지 다변화에 따른
인도로의 제조 생태계 확대는 우리에게 매우 중요한 변화입니다.
하이비젼 역시 이러한 흐름에 선제적으로
대응하기 위해 인도에 새로운 생산 공장을 신축하였고,
올해 3월부터 본격적인 생산 가동에 들어갔습니다.
이것은 단순히 공장 하나를 추가로 확장한 것이 아닙니다.
그동안 우리는 주로 아이폰 카메라 모듈과
Depth 모듈 검사 설비 중심의 사업이 핵심이었다면,
이제는 FATP 분야의 다양한 설비 프로젝트들을 수행하기 시작했습니다.
카메라 검사 장비 기업을 넘어,
고객 생산라인 전반을 이해하고 대응할 수 있는 종합 제조 솔루션 기업으로,
그리고 글로벌 제조 변화에 대응하는 기업으로 진화하고 있다는 의미이기 때문입니다.
현재 인도 현지에서는 우리 직원들과 현지 인력들이
함께 생산 안정화와 프로젝트 성공을 위해 밤낮없이 노력하고 있습니다.
또한 중국과 베트남에서도 수많은 임직원들이 고객 대응과
프로젝트 수행을 위해 현장을 지키고 있습니다.
타국의 낯선 환경 속에서도 회사의 미래를 위해 애써주고 있는
주재원 여러분과 출장자 여러분께 특별한 감사와 격려의 말씀을 드리고 싶습니다.
우리는 모바일 중심 사업 영역을 넘어 새로운 분야로도
확장하고 있는데 서서히 그 결실이 나타나고 있습니다.
최근 공시에 나왔듯이 2차 전지 분야에서 작년 전체 매출의 60%에 해당하는 금액인
약 1000억원에 가까운 대형 프로젝트 수주에 성공한 것은 매우 고무적인 소식입니다.
물론 공시는 계약금만 나왔지만 말입니다.
우리가 가진 비전 기술, 자동화 기술, 정밀 검사 역량은 이제 애플 단일 고객 집중화에서 벗어나
다양한 미래 산업으로 확장될 수 있다는 가능성을 실제로 증명한 것이기 때문입니다.
물론 앞으로의 길이 결코 쉽지는 않을 것입니다.
세계 경제의 불확실성도 여전히 크고, 경쟁은 더욱 치열해지고 있습니다.
기술 변화의 속도 역시 과거와 비교할 수 없을 정도로 빨라지고 있습니다.
특히 이제 우리는 AI 시대와 휴머노이드 시대라는 거대한 변곡점 앞에 서 있습니다.
앞으로 제조산업은 AI와 로봇, 자동화와 데이터 중심으로 완전히 재편될 것입니다.
그리고 이러한 변화는 위기이자 동시에 엄청난 기회가 될 것입니다.
저는 우리 하이비젼이 충분히 그 변화 속에서
새로운 기회를 만들어낼 수 있다고 믿고 있습니다.
우리는 이미 오랜 시간 동안 머신 비전, 정밀 검사, 자동화 기술을 축적해왔습니다.
그리고 그것은 AI 기반 제조 혁신 시대에 매우 중요한 핵심 역량이 될 것입니다.
하지만 새로운 시대는 과거의 성공 방식만으로는 대응할 수 없습니다.
이제는 “우리가 잘하던 것”에 머무르는 것이 아니라,
“앞으로 무엇을 해야 하는가”를 끊임없이 고민해야 하는 시대입니다.
저 역시 여러분들과 함께 더 많이 배우고, 더 빠르게 변화하며, 새로운 미래를 준비하겠습니다.
하이비젼 임직원 여러분.
저는 하이비젼의 다음 10년, 다음 20년이 더욱 기대됩니다.
큰 비전과 꿈, 목표를 가지십시오. 꿈을 가지는 자만이 발전할 수 있습니다.
반대로 꿈과 목표가 없는 사람과 기업은 죽은 것과 같습니다.
많은 인력들이 이런저런 이유로 회사를 자주 옮겨다는 것을 보게 되는데요.
제
가 그 이유를 전부 알 수는 없지만, 혹시 업무가 과중하고 힘들어서, 앞이 보이지 않아서,
남는게 없어서 옮겨다니는 것을 선택한 사람들에게 해주고 싶은 이야기가 있습니다.
그것은 꿈과 목표가 없기 때문입니다.
꿈과 목표가 없으면 지금 겪고 있는 불편과 고통이 영원히 끝나지 않을 것만 같고,
그 이후에도 아무것도 없을 것 같은 불안감이 생기게 됩니다.
그래서 버티지 못하고 다시 새로운 곳으로 떠나곤 하는데
어디서든지 자신의 가치를 증명하려면 결국은 난관을 돌파 해야하는 것입니다.
그래서 꿈과 목표를 가지는 것은 매우 중요하다 말씀드립니다.
빛이 완전히 차단된 상자에 쥐를 넣으면 오래지 않아 죽게됩니다.
그러나 바늘만한 구멍에서 빛이 들어오는
상자에 넣은 쥐는 12배나 더 오래 생존했다고 합니다.
심리학자들의 결론은 절망 때문에 빨리 죽었고,
작은 빛줄기를 보며 희망을 잃지 않았기에 오래 생존했다는 것이죠.
2002년 투자가들을 찾기 위해 작성했던 하이비젼의 초창기 사업 계획서를 찾았는데요.
당시 인원 3명이었는데 매출 1000억원에 상장을 목표로 한다고 적었습니다.
대부분의 투자가들이 그건 꿈 같은 소리다라고 했죠.
그래서 저는 그래서 꿈이고 비전이지 않느냐라고 설득했던 기억이 납니다.
하이비젼이 상장하던 해인 2012년, 우리는 870억원의 매출을 달성하였습니다.
2002년 사업 계획에 목표를 1000억이 아니라 5000억이라고 적을걸 그랬습니다.
현재 우리기업과 여러분들의 모습은 우리가 세운 비전과
꿈에 의해 형성된 우리의 가치에 대한 그림자입니다.
그림자를 바꿀 수는 없습니다. 그렇기 때문에 그림자를
키우기 위해서는 우리의 실제 가치를 키워야하는 것이죠.
그러기 위해서는 꿈과 비전이 중요합니다.
지금의 힘듬과 어려움보다는,
그 다음 미래의 모습을 생각해 보시기 바랍니다.
한층 단단하게 발전해서 성장한 나의 모습과
회사의 모습을 상상해보신다면 견딜만한 것들이 훨씬 많습니다.
오늘의 어려움이 언젠가는 하이비젼이 더 큰 기업으로
도약하기 위한 과정이었다고 말할 수 있도록,
우리 모두 다시 힘을 모아 앞으로 나아갑시다.
24년 동안 함께해주신 모든 임직원 여러분께 다시 한번 깊이 감사드립니다.
그리고 앞으로도 하이비젼의 새로운 역사와
미래를 여러분과 함께 만들어가겠습니다.
감사합니다."
BA14079073022066665730,,[AI활용 확산] NoteBookLM 기능 소개의 件,진덕만,2026-01-29 17:41:46,"안녕하십니까. 전략기획팀에서 안내드립니다.
금월 AI 활용 가이드는 사용자가 업로드한 자료를 기반으로 환각 현상을 최소화하고,
명확한 출처를 제시하는 문서 기반 생성형 AI인 '노트북LM(NotebookLM)'의 기초 활용법을 소개 드립니다.
주요 내용은 다음과 같습니다.
주요 특징 및 차별점
ㆍ 소스 그라운딩(Source Grounding) : 업로드한 자료 범위 내에서만 답변하여 신뢰성 확보
ㆍ 다양한 포맷 지원 : PDF, 구글 문서, 웹 URL 뿐만 아니라 오디오/영상의 텍스트 분석 지원
활용 프로세스 안내
ㆍ 소스 업로드 : Fast/Deep Research 기능을 통한 웹 검색 및 기존 보유 자료 업로드
ㆍ 데이터 검증/관리 방법 : 데이터 완결성 체크 및 편향성/누락 요소 검토를 통한 답변 퀄리티 확보
스튜디오 기능 활용
사례 안내
ㆍ 시각화 자료 도출 : 정제된 자료를 기반으로 보고서, 슬라이드, 인포그래픽, 마인드맵 등 자동 생성
ㆍ 멀티미디어 기능 : AI 오디오 오버뷰(팟캐스트 형식) 및 동영상 개요 생성 기능
감사합니다."
BA11483026382956998405,,[공지] 하이비젼시스템 종무식 최두원 대표이사 메시지 ,선정연,2025-12-30 16:34:20,"[
하이젼시스템 종무식 대표이사 메시지]
최두원 대표이사 메시지
하이메이트 여러분,
오늘 이렇게 한 해의 끝자락에서 여러분과 함께 서 있으니, 여러 감정이 교차합니다.
2025년은 우리 모두에게
결코 쉽지 않은 한 해
였습니다.
예상은 했지만 고객사의 투자가 큰 폭으로 감소하면서 실적 측면에서는 기대에 크게 미치지 못했고,
그로 인해 조직 전체가 다소 침울한 분위기를 겪기도 했습니다.
숫자로 평가받는 냉엄한 현실 속에서,
여러분 한 분 한 분이 느꼈을 부담과 책임감을 저는 잘 알고 있습니다.
대표로서 먼저, 그 무게를 함께 짊어져 준 여러분께
진심으로 감사드립니다
.
그러나 동시에 2025년은
가만히 머물러 있던 해가 아니었습니다.
우리는 인도 공장을 설립했고, 글로벌 생산 거점을 실제로 구축했습니다.
말로는 쉽지만, 제도·문화·인력·품질 모든 면에서 큰 도전이었고,
그 과정에서 수많은 문제를 하나씩 해결해 왔습니다.
이 경험은 단순한 비용이 아니라,
앞으로의 성장을 위한 토대
라고 저는 확신합니다.
중요한 것은
지금이 바닥인지, 아니면 출발선인지
입니다.
저는 분명히 말씀드릴 수 있습니다.
내년에는 다시 실적이 회복되고, 3,000억 원 이상 규모로 재도약할 것입니다.
이미 수주, 고객, 시장의 흐름은 그 방향을 가리키고 있습니다.
하지만 숫자만 좋아진다고 회사가 강해지는 것은 아닙니다.
올해를 기점으로 미래를 향해 우리는 또 다른 도전에 나서야 합니다.
첫째,
AI
의 실질적인 업무 도입
입니다.
보고서 작성, 데이터 분석, 설계 검토, 고객 대응까지 —
AI는 선택이 아니라
업무 효율의 기본 도구
가 될 것입니다.
“해볼까?”가 아니라, “어떻게 잘 쓰느냐”의 문제입니다.
둘째,
검사설비를 넘어 조립설비로의 진입
입니다.
이는 단순한 제품 확장이 아니라, 비즈니스 모델의 진화이며,
더 높은 책임과 더 큰 기회를 동시에 의미합니다.
쉽
지 않지만, 우리가 반드시 넘어야 할 산입니다.
저는 우리 회사의 가장 큰 자산이 '
사람'
이라고 믿습니다.
어려운 시기에도 자리를 지켜준 여러분,
묵묵히 현장을 지킨 기술자들,
보이지 않는 곳에서 조직을 떠받친 모든 분들이 있었기에
우리는 다시 도전할 수 있습니다.
2026
년은
회복의 해이자 도약의 해
가 될 것입니다.
오늘은 잠시 숨을 고르고,
내년에는 다시 자신 있게 앞으로 나아갑시다.
한 해 동안 정말 수고 많으셨습니다.
여러분과 함께라면, 저는 충분히 밝은 희망을 봅니다.
격동의 2025년을 잘 마무리하시고,
벅찬 가슴을 2026년 새해에 만납시다.
감사합니다."
BA113758162019600018924,,[공지] 2025년 HVS인상 및 우수사원상 발표,채우리,2025-12-30 09:10:00,"안녕하세요
.
인사총무팀 채우리입니다
.
2025
년을 빛내주신
HVS
인 및 우수사원 등이 선정되었습니다
.
수상을 진심으로 축하드리며 아래 발표 내용을 참고하시기 바랍니다
."
BA107980799343925974986,,[AI활용 확산] 퍼플렉시티 기능 소개의 件,진덕만,2025-12-22 18:18:33,"안녕하십니까. 전략기획팀에서 안내드립니다.
금월 AI 활용 가이드는 신뢰성 있는 정보 출처를 파악할 수 있는
생성형 AI인 퍼플렉시티에 대한 간략한 기능 소개 드리고자 합니다.
주요 내용은 다음과 같습니다.
1.
주요 기능 소개
ㆍ
검색 모드 : 다양한 검색 모드/활용 소스 안내
ㆍ
개인화 설정기능 : ChatGPT 프로필 설정 기능과 유사한 개인 커스터마이징 기능
ㆍ
리서치 & 작업 기능 : 심층 검색 및 정기 자동 보고 기능(Tasks) 안내
ㆍ
검색 연산자 가이드 : 정확한 퍼플렉시티 검색을 위한 연산자 기능
ㆍ
기타 파일 업로드 기능
감사합니다."
BA85269429406834192807,,[AI활용 확산] Genspark AI 활용 안내의 件,진덕만,2025-11-26 11:26:16,"안녕하십니까. 전략기획팀에서 안내드립니다.
금월 AI 활용 가이드는 단일 플랫폼 내에서 다양한 업무를 수행할 수 있는
에이전트 AI중 하나인 Genspark에 대하여 소개 드리고자 합니다.
주요 내용은 다음과 같습니다.
1. Genspark 소개
2. 주요 기능 소개
ㆍ
AI Slides
: PDF·문서 기반 자동 프레젠테이션 생성
ㆍ
AI Docs
: 문서 요약·작성 자동화(계약서·회의록·매뉴얼 등)
ㆍ
AI Sheets
: 자연어 기반 데이터 분석·차트 생성
ㆍ
AI Developer
: 코드 생성·디버깅 지원
ㆍ
AI Image / Video / Designer
: 이미지·영상·UI 디자인 자동 생성
이미 해당 Tool을 활용 중이신 하이메이트 분들도 많으시겠으나,
아직 활용을 해보지 않으신 분들께서는, 해당 Tool을 통해 추가적인 업무 효율성 개선을 확보하시기 바랍니다.
감사합니다."
BA56978467222104478895,,[AI활용 확산] 프롬프트 엔지니어링 정보 공유의 件,진덕만,2025-10-24 18:12:08,"안녕하십니까. 전략기획팀에서 안내드립니다.
금월 AI 활용 가이드는 '프롬프트 엔지니어링(Prompt Engineering)'을 주제로,
AI에게 보다 정확하고 효율적인 답변을 이끌어내기 위한 기법을 소개합니다.
주요 내용은 다음과 같습니다.
1. 기본 프롬프트 활용 원칙
ㆍ
명확한 지시와 목표 설정
ㆍ
구분 기호(따옴표, 백틱 등) 활용
ㆍ
예시 및 역할(Role) 부여
2. 고급 프롬프트 기법
ㆍ
CoT (Chain-of-Thought) :  단게별 사고 유도를 통한 답변 품질 향상 기법
ㆍ
Zero/Few-shot
:  예시 제시를 통한 답변 품질 향상 기법
ㆍ
Self-Consistency / ToT
:
여러 사고 경로 탐색을
통한 답변 품질 향상 기법
ㆍ
RAG
:
외부 자료를 활용한
답변 품질 향상 기법
임직원 여러분의 적극적인 참여와 관심이 회사의 AI 혁신 문화를 만들어 갑니다.
많은 확인과 활용 부탁 드립니다.
감사합니다."
BA37147752630132062301,,하이비젼시스템 윤리경영 문화 정착 관련 공지,최승용,2025-10-01 18:43:29,
BA35383796185703405335,,[사내교육] 하이에듀 신규 강의 업로드 안내,선정연,2025-09-29 17:43:33,"안녕하십니까. 영상콘텐츠팀에서 안내드립니다.
SW개발실에서 주최한 Infragistics & Microsoft 초청 세미나가
하이에듀 교육 사이트에 업로드되었습니다.
세미나에 참석하지 못한 임직원께서는
하이에듀를 통해 해당 강의를 수강하시기 바랍니다.
■ 접속 안내
· 접속 경로:
https://hyedu.hyvision.co.kr/
· 계정 정보:
ERP/그룹웨어 계정과 동일
(아이디는 이메일 주소의 ‘@’ 앞부분만 입력)
■ 수강 경로
· 메뉴 → 교육 과정 → 정규 과정 → 소프트웨어 →
Blazor & App Builder
■ 발표 주제
1. WPF in the AI-Driven Era: Productivity, Reliability, and UX
· WPF의 현재와 미래, .NET 6/7/8 진화
· AI, IoT, 클라우드와의 통합 사례
· 신뢰성 및 비기능 요구사항 대응
· Copilot, Blazor, NET MAUI 비교 및 전망
2. Blazor와 App Builder로 여는 차세대 애플리케이션, 웹 전환의 기회와 전략
· WPF와 Blazor의 선택지 및 전환 전략
· 멀티 디바이스(iPad/Android) 지원
· NET/C# 기반 기술 및 자산 재사용
· CSS/HTML 복잡성 해소를 통한 개발 효율 향상
· C++/MFC 기반에서 웹 애플리케이션으로의 마이그레이션 전략
임직원 여러분의 많은 수강과 참여 바랍니다.
감사합니다."
